drug_id,ID,UP,Entrezid
DB00722,DM54D1G,P12821,1636
DB00722,DMUOK4C,P12821,1636
DB00723,DMF5XQH,P35368,147
DB00724,DM1TMA3,Q9NYK1,51284
DB00725,DMGBPSH,P08912,1133
DB00726,DM1SC8M,P23975,6530
DB00727,DMF72W3,,
DB00727,DMQ2491,P00533;Q02108;Q02153,1956;2982;2983
DB00728,DMY9BMK,Q15822,1135
DB00729,DMXVU6D,P11229,1128
DB00730,DM7YCK3,O06913,
DB00731,DMLK2QH,,
DB00732,DM42HXN,,
DB00733,DMGQ0ZI,P22303,43
DB00734,DMN6DXL,P14416,1813
DB00735,DMHVBG1,Q14534,6713
DB00736,DM7BN0X,P20648;P51164,495;496
DB00737,DMS7T13,Q14994,9970
DB00738,DMHZJCG,Q15661,7177
DB00739,DMPXITB,,
DB00740,DMECBWN,Q9UI33,11280
DB00741,DMGEMB7,P04150,2908
DB00742,DMSCDY9,Q4WQY4;Q4X1A4,
DB00744,DMVRIC2,P09917,240
DB00745,DMYILBE,Q01959,6531
DB00746,DMTUKZH,,
DB00747,DMOM8AL,,
DB00748,DMCT31R,P35367,3269
DB00749,DM6WJO9,P35354,5743
DB00750,DMI7DZ2,Q14524,6331
DB00751,DMX0K3Q,P35367,3269
DB00752,DMGB5RE,P27338;P21397,4129;4128
DB00753,DMY6T31,,
DB00754,DMXWOCP,Q14524,6331
DB00755,DM49DUI,P13631,5916
DB00756,DMLKSE0,Q9NGT0,
DB00757,DMMG26Z,P46098,3359
DB00758,DMOL54H,Q9H244,64805
DB00759,DMZA017,,
DB00760,DM62UHC,,
DB00761,DMMTAJC,Q13621,6557
DB00762,DMP6SC2,P11387,7150
DB00763,DM25FL8,P07202,7173
DB00763,DM3Z217,,
DB00764,DM45OJN,P04150,2908
DB00765,DMBYCU0,P07101,7054
DB00766,DM2FGRT,P00807,
DB00766,DMAJNYM,P00807,
DB00767,DMU4D5Y,,
DB00768,DMKMWQG,P35367,3269
DB00769,DM8K1XO,P04150,2908
DB00770,DMWH7NQ,P43116;P21731,5732;6915
DB00771,DMUMQZ0,P11229,1128
DB00772,DMXZ84M,P22303,43
DB00773,DMNH3PG,P11388;Q02880,7153;7155
DB00774,DMVPUQI,Q13621,6557
DB00775,DMQG17S,P08514;P05106,3674;3690
DB00776,DM5PU6O,Q9UI33,11280
DB00777,DMKY8V1,P35367,3269
DB00778,DMVMIK2,,
DB00779,DMRM0JV,P11388;Q02880,7153;7155
DB00780,DMHIDUE,P27338,4129
DB00782,DM2EN6G,P11229,1128
DB00783,DMUNTE3,P03372,2099
DB00784,DMK7HFI,P35354,5743
DB00786,DM6V34C,P08253;P03956;P09237,4313;4312;4316
DB00787,DMYLOVR,P04293;P09252,
DB00788,DM3M652,P16233,5406
DB00788,DMZ5RGV,P23219;P35354,5742;5743
DB00790,DMOPZDT,P12821,1636
DB00791,DMHL7OB,,
DB00792,DMZBU15,P35367,3269
DB00793,DMH4IVU,,
DB00794,DM0WX6I,P14867,2554
DB00795,DMICA9H,Q9UNQ0;P19838;Q00653;Q04206;Q01201;Q04864,9429;4790;4791;5970;5971;5966
DB00797,DMI40NL,P14416,1813
DB00798,DMKINJO,,
DB00799,DM8SMD1,P13631,5916
DB00799,DMYUP6G,P10826,5915
DB00800,DMFAOKP,P21728,1812
DB00801,DMPFWO6,P30536,706
DB00802,DMVO0UB,P35372,4988
DB00804,DMZSDGX,P11229,1128
DB00805,DM0EP7M,P41595,3357
DB00806,DMTUC9E,P21589,4907
DB00806,DMU3DNC,P01375,7124
DB00807,DMLS39E,Q9Y5Y9,6336
DB00808,DMGN1PW,P51787,3784
DB00809,DM1D90W,P08173,1132
DB00810,DME78OA,P11229,1128
DB00811,DM2A1DP,P12268;P20839,3615;3614
DB00811,DMEYLH9,P20839,3614
DB00812,DMAYL0T,P35354,5743
DB00813,DM8WAHT,P35372,4988
DB00814,DM2AR7L,P35354,5743
DB00815,DMLJ634,P02768,213
DB00817,DMVOIK1,P11388;Q02880,7153;7155
DB00818,DMB4OLE,,
DB00819,DM1AF5U,P00915,759
DB00820,DMJZHT1,O76074,8654
DB00821,DMHMP05,P35354,5743
DB00822,DMBMKV8,,
DB00822,DMCL2OK,P51648,224
DB00823,DMZM84R,P06401,5241
DB00824,DMFYZKN,P27815,5141
DB00824,DMYWBRX,P21589,4907
DB00825,DMVQKB3,,
DB00827,DM4EWNS,P11388;Q02880,7153;7155
DB00828,DMVGPMX,P0A749,
DB00829,DM08E9O,P30536,706
DB00829,DMKBZDP,P30536,706
DB00830,DMXYTN9,P23975;Q01959,6530;6531
DB00831,DMKBYWI,P0DP23;P0DP24;P0DP25,801;805;808
DB00833,DMJXDGC,,
DB00834,DMGZQEF,P04150,2908
DB00835,DMFOVSD,P35367,3269
DB00836,DMOJZQ9,P41143,4985
DB00837,DM671NG,Q9UBS5;O75899,2550;9568
DB00838,DM9ZMQH,P04054,5319
DB00839,DMIHRNA,P78508,3766
DB00841,DMD1B8Z,P08588,153
DB00842,DMXNZM4,P30536,706
DB00843,DMIYG7Z,P22303,43
DB00844,DM1SV8I,P41145,4986
DB00844,DMOSQGU,P41145,4986
DB00845,DMEBOFW,,
DB00846,DMHCI9S,P11474;O95718;P62508,2101;2103;2104
DB00847,DMSYFM8,P61278,6750
DB00848,DM5EN79,P05186,249
DB00849,DMDSWAG,P14867,2554
DB00850,DMA4MRX,P14416,1813
DB00851,DMNPZL4,,
DB00852,DMIVJ0D,P14416,1813
DB00853,DMKECZD,,
DB00854,DMGS80V,,
DB00855,DMS4BLQ,P13716,210
DB00855,DMWNHPC,P50336,5498
DB00857,DMI6HUW,Q92206,
DB00858,DMF2JDG,P10275,367
DB00859,DM40EF6,P04608,
DB00860,DMQ8FR2,P04150,2908
DB00861,DM7EN8I,P35354,5743
DB00862,DMTBGW8,O76074,8654
DB00863,DM0GUSX,P25021,3274
DB00864,DMZ7XNQ,Q08209,5530
DB00865,DMIJATC,,
DB00866,DMYJ8Z3,P08588,153
DB00867,DM4V6RL,P07550,154
DB00868,DM9U4FO,Q14524,6331
DB00869,DMA17D0,P00918,760
DB00870,DMKXJZ7,P23219,5742
DB00871,DMD4381,P07550,154
DB00872,DM1V329,P30518;P37288,554;552
DB00875,DM0DJ9O,,
DB00875,DMY9P37,P14416,1813
DB00876,DM07K2I,P30556,185
DB00877,DM8GRJK,P42345,2475
DB00877,DMGW1ID,P42345,2475
DB00877,DMTXHJ9,P42345,2475
DB00878,DMQ9MVG,P0AC13,
DB00879,DMBMUWZ,,
DB00880,DMLHESP,P00918,760
DB00881,DMR8H31,P12821,1636
DB00882,DMKI7RB,P03372,2099
DB00883,DMBI4JG,,
DB00884,DM5FLTY,P14324,2224
DB00885,DML97WV,P35367,3269
DB00886,DMAGUY0,P12821;P08473,1636;4311
DB00887,DMRV7H0,Q13621,6557
DB00888,DM0CVXA,,
DB00889,DMIUW25,,
DB00890,DMBSXI0,P03372,2099
DB00891,DMIUYFH,P0AC13,
DB00892,DMI0GDH,,
DB00894,DMVY4GN,P11511,1588
DB00895,DMQHM2D,P30273,2207
DB00896,DMTAREC,P11474,2101
DB00897,DMETYK5,P30536,706
DB00898,DMDRQZU,P14867,2554
DB00899,DMZTXCH,P35372,4988
DB00900,DMI2QPE,,
DB00901,DMK6XAV,P13945,155
DB00902,DMAUHQX,P35367,3269
DB00903,DM60QMR,Q13621,6557
DB00904,DMOTQ1I,,
DB00905,DMX0E5B,,
DB00906,DMKSQG0,P30531,6529
DB00907,DMSOX7I,P31645;P23975;Q01959,6532;6530;6531
DB00908,DMLPICK,,
DB00909,DM0DTF7,,
DB00910,DMYBV3G,P11473,7421
DB00911,DM3OWT4,,
DB00912,DM5SXUV,O60706;Q09428,10060;6833
DB00913,DMBAUED,P35372,4988
DB00913,DMC128O,P35372,4988
DB00914,DMQ52JG,Q13131;Q9Y478;P54619,5562;5564;5571
DB00915,DMS3YE9,P06821,
DB00916,DMTIVEN,,
DB00917,DMTYOPD,P43088;P43116,5737;5732
DB00918,DM7I64Z,P28221,3352
DB00918,DMFG5ST,,
DB00919,DM0MQ35,,
DB00919,DM6CMJD,,
DB00920,DM74XKS,,
DB00920,DMOVY05,P35367,3269
DB00921,DMPRI8G,P35372,4988
DB00922,DMKBOS2,P63316,7134
DB00923,DMSQVD6,,
DB00924,DM1YBRM,,
DB00924,DMO1234,P18825;P28223,152;3356
DB00925,DM8KSQH,P14416,1813
DB00926,DM2CZFA,,
DB00927,DMRL3AB,P25021,3274
DB00928,DMTA5OE,,
DB00929,DMHVJFK,P43119,5739
DB00931,DMAY96V,,
DB00932,DM8HJX6,,
DB00933,DM2ZGAN,P14416,1813
DB00934,DMPWB7T,P23975,6530
DB00935,DM8ZXT6,,
DB00936,DM2F8XZ,P23219;P00915;P23280;O43570;P00918;P22748,5742;759;765;771;760;762
DB00937,DM9YSNQ,P31645;P23975,6532;6530
DB00938,DMIEU69,P07550,154
DB00939,DM05FXR,P23219;P35354,5742;5743
DB00940,DM8X4A1,P08912,1133
DB00942,DM8C43Q,P11229,1128
DB00943,DMH7MUV,,
DB00944,DMAYEU1,P22303,43
DB00945,DM672AH,P23219;P35354;P04035,5742;5743;3156
DB00946,DMDO279,Q9BQB6,79001
DB00947,DM0YZC6,P03372,2099
DB00948,DMY5JEP,P0AD68,
DB00949,DM1V5ZS,,
DB00950,DM17ONX,P35367,3269
DB00951,DM5JVS3,P9WGR1,
DB00952,DMO50U2,P28222,3351
DB00953,DMDJMA3,P28221,3352
DB00954,DM0D9YJ,,
DB00955,DMRD1QK,,
DB00956,DMQ2JO5,P35372,4988
DB00957,DMYP4XC,P06401,5241
DB00958,DMG281S,,
DB00959,DM4BDON,P04150,2908
DB00960,DMD2NV7,P08588,153
DB00961,DMH2NMY,,
DB00962,DMGFWSM,P14867,2554
DB00963,DMKB79O,P23219,5742
DB00964,DMO4PVE,,
DB00966,DMKE187,P30556,185
DB00966,DMS3GX2,P30556,185
DB00967,DM56YN7,P35367,3269
DB00968,DM5I621,P14416,1813
DB00969,DML2A03,P46098,3359
DB00970,DM2YGNW,,
DB00972,DMXTMBJ,P35367,3269
DB00973,DM7A8TW,Q9UHC9,29881
DB00974,DM10D85,P51559,
DB00975,DMXY30O,O76074,8654
DB00977,DMODJ40,P03372,2099
DB00978,DMVRH9C,P11388;Q02880,7153;7155
DB00979,DMA8LM5,P08912,1133
DB00980,DM7IW9J,P48039;P49286,4543;4544
DB00981,DM2N0TO,P22303,43
DB00982,DM4QTBN,,
DB00982,DMBJTVL,,
DB00983,DMSOURV,P07550,154
DB00985,DM264B3,P35367,3269
DB00987,DMZD5QR,P04293,
DB00988,DMPGUCF,P14416,1813
DB00989,DMG629M,P22303,43
DB00990,DM9HPW3,P11511,1588
DB00991,DM9UB0P,P23219;P35354,5742;5743
DB00992,DMIUX3D,P22830,2235
DB00993,DMMZSXQ,Q06203,5471
DB00995,DMWE2N4,P11474;O95718;P62508,2101;2103;2104
DB00996,DM6T924,Q9UBS5;O75899,2550;9568
DB00997,DMVP5YE,P11388;Q02880;O14746,7153;7155;7015
DB00998,DM7RE8P,P28222;P28221,3351;3352
DB00999,DMUSZHD,P12821,1636
DB01000,DMHSJB4,,
DB01001,DMN9CWF,P07550,154
DB01002,DM783CH,,
DB01003,DM74LZK,P07900,3320
DB01004,DM1MBYQ,P04293,
DB01005,DMOQVU9,P31350,6241
DB01006,DMH07Y3,P11511,1588
DB01007,DMNYPGS,P10613,
DB01008,DMXYJ9C,,
DB01009,DMRKXPT,P35354,5743
DB01010,DMCRQHB,P22303,43
DB01011,DMI7FVQ,P15538,1584
DB01012,DMCX0K3,P41180,846
DB01013,DMB1N6P,,
DB01014,DM7I1T9,,
DB01014,DMO091F,P23219,5742
DB01015,DMB08GE,P0AC13,
DB01016,DM8JXPZ,Q09428,6833
DB01017,DMVN5OH,,
DB01018,DMPN5IH,,
DB01019,DMCLHO0,P08912,1133
DB01020,DMYLMU0,,
DB01021,DMHAQCO,Q13621,6557
DB01022,DM8HDOL,P38435,2677
DB01023,DMOSW35,,
DB01024,DMRBMAU,,
DB01024,DMU65NK,,
DB01024,DMYTN18,,
DB01025,DM0DQM5,P07900,3320
DB01026,DMPZI3Q,P10613,
DB01028,DML0RAE,P14867,2554
DB01029,DM5S7IG,P30556,185
DB01029,DMTP1DC,P30556,185
DB01030,DMP6G8T,P11387,7150
DB01031,DMK57GB,P00918,760
DB01032,DMMFWOJ,Q8TCC7,9376
DB01033,DMTM2IK,P20839;Q06203,3614;5471
DB01033,DMTQXS7,,
DB01034,DM6N4PR,P49327,2194
DB01035,DMNMXR8,Q8NHY2,64326
DB01036,DMSHPW8,P20309,1131
DB01037,DM3VR1L,P27338,4129
DB01037,DM6034S,P25103;P27338,6869;4129
DB01037,DMRFBD0,P27338,4129
DB01038,DMHTB31,P14416,1813
DB01039,DMFKXDY,Q07869,5465
DB01041,DM70BU5,P01375,7124
DB01042,DMOLNHF,,
DB01043,DMD9WSC,,
DB01044,DMSL679,P20831;P0A0K8;Q6G9K4,
DB01045,DM5DSFZ,,
DB01045,DMA8J1G,,
DB01046,DMJTEMW,P51788,1181
DB01047,DM65KL8,P11474;O95718;P62508,2101;2103;2104
DB01048,DMMN36E,,
DB01050,DM8VCBE,P35354;P25024;P25025;P10145,5743;3577;3579;3576
DB01051,DMRFWGK,P11388;Q02880,7153;7155
DB01053,DMS9503,P0AD68;P02918;P02919;P76577,
DB01054,DM21C09,P54289,781
DB01055,DMQB8TW,Q8I566,6472
DB01056,DMYNMDP,Q8NHY2,64326
DB01057,DMSNVGB,P22303,43
DB01058,DMOU1PK,O60760,27306
DB01059,DMIZ6W2,P20831;P0A0K8,
DB01060,DMUYNEI,,
DB01061,DMIR5QP,,
DB01062,DMF2KLU,,
DB01062,DMJPBAX,P20309,1131
DB01063,DMZV2PJ,P14416,1813
DB01064,DMK7MEY,P08588;P07550;P29460,153;154;3593
DB01065,DMKWFBT,P48039;P16083,4543;4835
DB01066,DMSUVM1,,
DB01067,DMZA5PQ,P78508,3766
DB01068,DMTO13J,,
DB01069,DM6I5GR,P35367,3269
DB01069,DMY3VGC,,
DB01070,DMFB97P,P11473,7421
DB01071,DMAFBCY,P35367,3269
DB01072,DMSYRBX,,
DB01073,DMVRLT7,P00813,100
DB01074,DMINO7Z,Q92523,1375
DB01075,DMKQTBA,P35367;P50135,3269;3176
DB01076,DMBR0QK,,
DB01076,DMF28YC,P04035,3156
DB01077,DM1XHYJ,Q13332,5802
DB01077,DMAWJIN,,
DB01078,DMB3ZSK,P05023,476
DB01079,DM3XYD1,Q13639,3360
DB01080,DMYT0OG,P80404,18
DB01081,DMO5SZX,P35372,4988
DB01082,DME1LQN,,
DB01082,DMSRXVM,,
DB01083,DMRJSP8,P21554;P16233,1268;5406
DB01084,DM36LAJ,P35367,3269
DB01085,DMV9ADG,P08912,1133
DB01086,DMI18HW,,
DB01087,DMWQ16I,,
DB01088,DMVPZBE,P43116,5732
DB01089,DMRH7CV,P12821,1636
DB01090,DM38VYQ,P43681,1137
DB01091,DMOJ4ZI,Q92206,
DB01092,DM7JT24,P05023,476
DB01092,DMQ0YW7,P05023,476
DB01094,DMKER83,O75907,8694
DB01095,DM4MDJY,P04035,3156
DB01096,DM2QDX1,,
DB01097,DM9LYXQ,Q02127,1723
DB01097,DMR8ONJ,Q08210,
DB01098,DMMIQ7G,P04035,3156
DB01099,DM13VTW,P12461,
DB01100,DMW83TP,P14416,1813
DB01101,DMTS85L,P12461,
DB01102,DMCY8AF,P08588,153
DB01103,DMU8L7C,P04054,5319
DB01104,DM0FB1J,P31645,6532
DB01105,DMFJTDI,P31645;P23975,6532;6530
DB01106,DMMZPWT,P35367,3269
DB01107,DMBW7VH,P14867,2554
DB01108,DMQZ9GF,Q92731,2100
DB01110,DMPMYE8,P10613,
DB01112,DMSIMD8,,
DB01113,DMCA9QP,O76074;Q08499,8654;5144
DB01114,DM5URA2,P35367,3269
DB01114,DM6C4YJ,,
DB01115,DMSVOZT,,
DB01116,DMHF4IQ,P43681,1137
DB01117,DMY4UMW,Q08210,
DB01118,DMN6F1W,Q8NHX9,219931
DB01118,DMUTEX3,,
DB01119,DML1538,,
DB01120,DMN6QO5,Q09428,6833
DB01121,DMOHS9P,,
DB01122,DMOP0BL,P22303,43
DB01123,DMF1X5P,,
DB01124,DM02AWV,O60706;Q09428,10060;6833
DB01125,DM2C48U,P00734,2147
DB01126,DMQ4TJK,P18405;P31213;Q9H8P0,6715;6716;79644
DB01127,DMFSWGH,P10613,
DB01128,DMZMSPF,P10275,367
DB01129,DMMZXIW,P20648,495
DB01130,DMBUNVW,P11474;O95718;P62508,2101;2103;2104
DB01131,DMBL79I,Q9HBH1,64146
DB01132,DMKJ485,P37231,5468
DB01134,DMSA4B3,P08235,4306
DB01135,DMKE7L9,,
DB01136,DMHTEAO,,
DB01136,DMXTCE7,P08588;P07550;P13945;P35348;P35368;P25100,153;154;155;148;147;146
DB01137,DMS60RB,P20831;P0A0K8;Q6G9K4,
DB01138,DMEV954,P33527,4363
DB01139,DMV2JNY,,
DB01140,DMMC345,,
DB01141,DM6Y3AN,P40989,2928
DB01142,DMPI98T,P35367,3269
DB01143,DM5FL14,,
DB01144,DMH7IDQ,P00915;P00918,759;760
DB01145,DMAYX6P,P34948,
DB01146,DMW4X37,P35367,3269
DB01147,DMUTL7O,,
DB01148,DMKV4NL,P08912,1133
DB01149,DM4ZS8M,P28335,3358
DB01150,DM7DSYP,,
DB01151,DMT2FDC,P23975,6530
DB01152,DMNZSC1,,
DB01153,DM1A9XO,P10613,
DB01154,DMHDF7B,Q99928,2567
DB01155,DMHT34O,P20831;P0A0K8;Q6G9K4,
DB01156,DM5PCS7,P31645;P23975,6532;6530
DB01157,DMDEA85,Q9HBH1,64146
DB01158,DM1FX74,P08588,153
DB01159,DM80OZ5,,
DB01160,DMXQKSL,P43119,5739
DB01161,DMSOQK1,P05023,476
DB01162,DM3JCVS,P25100,146
DB01163,DMIG6FY,P0AD65,
DB01165,DM0VQN3,P20831;P0A0K8,
DB01166,DMZMSCT,Q14432,5139
DB01167,DMCR1MV,P10613,
DB01168,DMIK367,,
DB01169,DM61TA4,O14920,3551
DB01170,DM9NSWT,,
DB01171,DMNZWL7,P21397,4128
DB01172,DM2DMPO,,
DB01172,DMITFB8,,
DB01173,DMFIQ20,,
DB01173,DMW542E,,
DB01174,DMXZOCG,,
DB01175,DMFK9HG,P31645,6532
DB01176,DM9G7BS,P35367,3269
DB01177,DMM0XGL,P11388;Q02880,7153;7155
DB01178,DMTWUXR,P30536,706
DB01179,DMT2EJP,P11388;Q02880,7153;7155
DB01180,DMG7SQK,P12821,1636
DB01181,DMCT3I8,,
DB01182,DMPIBJK,Q8NHY2,64326
DB01183,DM3FXMA,P35372,4988
DB01184,DMBDPY0,P14416,1813
DB01185,DMUHCF1,P10275,367
DB01186,DM14MAE,P14416;P21728,1813;1812
DB01186,DM5GKOV,,
DB01188,DMN5T2A,,
DB01189,DM2TO9R,,
DB01190,DM15HL8,,
DB01191,DMJ7YDS,P31645,6532
DB01192,DM65AGJ,,
DB01193,DM0TI4U,P08588,153
DB01194,DMBAPFG,P22748,762
DB01195,DMSQDLE,Q9UI33;Q8NHY2,11280;64326
DB01196,DMWTAOI,,
DB01197,DM458UM,P12821,1636
DB01197,DMMZDJ6,P12821,1636
DB01198,DMPI6Z0,,
DB01199,DMBZIVP,Q15822,1135
DB01200,DMVE3TK,P14416,1813
DB01201,DMCHV4I,,
DB01202,DMTGDN8,P46098;Q7L0J3,3359;9900
DB01203,DMW6GVL,P08588,153
DB01204,DMM39BF,P11388;Q02880,7153;7155
DB01205,DMPCG2L,P30536;Q99928;P34903;P31644;P47869,706;2567;2556;2558;2555
DB01206,DMMWSUL,,
DB01207,DMWH9CN,P21731,6915
DB01208,DMB4HCT,P20831;P0A0K8;Q6G9K4,
DB01209,DMJDB0Y,P41145,4986
DB01210,DMTNFCQ,P08588,153
DB01211,DM4M1SG,,
DB01212,DMCEW64,,
DB01213,DM6VOWQ,P07327,124
DB01214,DMJMVKI,P08588,153
DB01215,DMZGXUM,P30536,706
DB01216,DMWV3TZ,P18405;P31213;Q9H8P0;P31213,6715;6716;79644;6716
DB01217,DMNP60F,P11511,1588
DB01218,DMOMK1V,P0DP23;P0DP24;P0DP25,801;805;808
DB01219,DM1D8XY,,
DB01220,DMW1TV2,,
DB01221,DMT5HA4,,
DB01222,DMJIBAW,P04150,2908
DB01223,DML2NIB,Q14432,5139
DB01224,DM1N62C,P14416,1813
DB01226,DM473VD,Q15822,1135
DB01227,DM06HG5,P35372,4988
DB01228,DMK0GHV,Q14524,6331
DB01229,DMLB81S,,
DB01229,DMUOT9V,P10415,596
DB01231,DMHPWOM,P08173,1132
DB01232,DMG814N,,
DB01233,DMFA5MY,P14416,1813
DB01234,DMMWZET,P04150,2908
DB01235,DMN3E57,P14416,1813
DB01236,DMC9O43,,
DB01237,DMNDJT5,P35367,3269
DB01238,DM3NUMH,P14416,1813
DB01239,DMY0KGJ,P14416,1813
DB01240,DMUTYR2,P43119,5739
DB01241,DMD8Q3J,P06858,4023
DB01242,DMFQWNI,,
DB01242,DMINRKW,P31645,6532
DB01243,DMFZBMQ,P41145,4986
DB01244,DM0RKS4,,
DB01245,DMSBRUW,P02708,1134
DB01246,DMEMV9D,P35367,3269
DB01247,DMAF1NB,P21397,4128
DB01248,DMDI269,,
DB01250,DMGH4Q0,,
DB01250,DMZW9HA,,
DB01251,DMB0EUX,P78508,3766
DB01252,DMP8HEL,P78508,3766
DB01253,DM0VEC1,P14416,1813
DB01253,DM9WPIH,,
DB01254,DMJV2EK,P12931;P06239;P06241,6714;3932;2534
DB01254,DMZ4Q0B,,
DB01255,DM6W8V5,Q96RJ0,134864
DB01256,DM9JXB7,,
DB01257,DMKAUM9,P01031,727
DB01259,DM3BH1Y,P04626;P00533;O00418,2064;1956;29904
DB01260,DMTP2NJ,P11474;O95718;P62508,2101;2103;2104
DB01261,DMGDKXN,P27487,1803
DB01262,DMQL8XJ,,
DB01263,DMUL5EW,P10613,
DB01264,DMN3GCH,,
DB01265,DMSWUGE,Q67889,
DB01267,DM7NPJS,,
DB01268,DM4DOUB,P09619,5159
DB01268,DMCBJSR,P35968,3791
DB01269,DMQPD1F,P00533,1956
DB01270,DMSYPNW,P15692,7422
DB01271,DM30SXV,P22304,3423
DB01272,DM4LOD0,P20645,4074
DB01273,DMMUOLJ,,
DB01274,DMYM974,P07550,154
DB01275,DMU8JGH,Q16853,8639
DB01276,DMYHBKN,P43220,2740
DB01277,DM1O3BY,P08069,3480
DB01278,DM0EZ9Q,P43220,2740
DB01279,DMER9YA,P15848,411
DB01280,DMB6VEG,,
DB01281,DMSA8RU,P33681;P42081,941;942
DB01282,DMUSLW3,P30559,5021
DB01283,DM1S4AG,P35354,5743
DB01285,DMP9TWZ,,
DB01288,DMIP3ZV,P07550,154
DB01289,DMJPR2B,P78508,3766
DB01291,DMI5678,P07550,154
DB01295,DMZFICR,P14416,1813
DB01296,DM4ZLFD,P01584,3553
DB01297,DMGLZ26,P08588,153
DB01298,DMKI2XC,P0AC13,
DB01299,DMZI2UF,P27338;P0AC13,4129
DB01301,DMBR5Q7,,
DB01303,DMLHSE3,,
DB01319,DM4W9B3,,
DB01320,DMOX3LB,Q14524,6331
DB01321,DMKJ8LB,,
DB01324,DMCH80F,P55017,6559
DB01325,DMWCOSR,,
DB01326,DMNEXZF,,
DB01327,DMPDYFR,,
DB01328,DMTX2BH,,
DB01329,DM53PV8,,
DB01330,DM07TX3,,
DB01331,DMY8NC4,,
DB01331,DMYTXVR,,
DB01332,DM3VOGS,,
DB01333,DMUNSWV,,
DB01337,DMB0VY8,,
DB01338,DM5F84A,Q15822,1135
DB01339,DMP0UK2,Q15822,1135
DB01340,DM4V6JA,P12821,1636
DB01342,DMRBJNZ,P30556,185
DB01347,DM4087K,P30556,185
DB01348,DM5XLTY,P12821,1636
DB01349,DMM13DI,P30556,185
DB01351,DM0GQ8N,P14867,2554
DB01352,DMOWK6B,,
DB01353,DM7JHX0,P14867,2554
DB01354,DMOB2F3,,
DB01355,DMQ314B,P14867,2554
DB01357,DMG3F94,P03372,2099
DB01359,DM4ES8F,P08588,153
DB01364,DMMV0KW,P14416,1813
DB01365,DMFJH5Q,P14416,1813
DB01366,DM1M0Q4,P07550,154
DB01367,DM3WKQ4,P27338,4129
DB01369,DMLKFC4,Q9CDQ3,
DB01370,DM6ECN9,P05023,476
DB01378,DMU4ORS,,
DB01380,DMG8K57,P11474;O95718;P62508,2101;2103;2104
DB01382,DM1WL9O,P78508,3766
DB01384,DM6PR40,P08185,866
DB01388,DMU9VDS,O95180,8912
DB01390,DMMU6BJ,O95180;Q9UK17,8912;3752
DB01392,DMJCP1Y,,
DB01393,DMZDCS0,Q07869,5465
DB01394,DM2POTE,,
DB01395,DM1A9W3,P08235,4306
DB01396,DMWVIGP,P05023;P50993;P13637;P05026;P14415;P54709,476;477;478;481;482;483
DB01399,DM13P4C,P23219,5742
DB01400,DM6T2J3,P22303,43
DB01403,DMIKFEL,P14416,1813
DB01405,DM3TON2,P20831;P0A0K8,
DB01406,DML8KTN,P03372,2099
DB01407,DMCKYZ5,P07550,154
DB01408,DMKLSHF,P07550,154
DB01409,DMFDC0Q,P20309,1131
DB01410,DM2NA4K,P08185,866
DB01411,DMYHDCA,Q9Y271,10800
DB01412,DM42OYU,P21589,4907
DB01412,DMM8D3F,,
DB01413,DMHVWIK,P0AD65,
DB01414,DMRSZA5,,
DB01415,DMWV2AG,,
DB01416,DMJUNY5,,
DB01418,DMH75KV,Q9BQB6,79001
DB01421,DM1AGXN,,
DB01422,DMS9QA7,P07858,1508
DB01424,DMY2AH1,,
DB01426,DMDJW5K,,
DB01428,DMMZYX6,Q05469,3991
DB01429,DMBXWU8,P0DP23;P0DP24;P0DP25,801;805;808
DB01430,DM0SYAN,P05023,476
DB01431,DMERWUC,P48067,6536
DB01433,DMIRMVB,P35372,4988
DB01435,DMCE985,P23219,5742
DB01436,DM1237M,,
DB01437,DMGE0CW,P10635,1565
DB01439,DMC153X,P35372;P41143;P41145,4988;4985;4986
DB01440,DMGBKVD,Q9UBS5;O75899,2550;9568
DB01444,DM7EKAF,P35372;P41143,4988;4985
DB01445,DMD1SY9,P28221;P28223;P47898;P50406;P34969,3352;3356;3361;3362;3363
DB01452,DMDBWHY,,
DB01454,DMYVU47,P41595;P31645;P23975;P28335;P28223;Q05940;Q01959,3357;6532;6530;3358;3356;6571;6531
DB01456,DMI3J0F,,
DB01463,DMVG9YN,P14416,1813
DB01466,DM0YROF,P35372,4988
DB01481,DML6MVH,P10275,367
DB01482,DM34V5W,,
DB01483,DMJ8NMC,P14867,2554
DB01488,DMR9Q4Y,P28223;Q99720;P50406,3356;10280;3362
DB01493,DM20VMW,P10275,367
DB01497,DM79YZN,P35372;P41143,4988;4985
DB01520,DMRM1QV,Q12879;Q13224,2903;2904
DB01524,DMCP2KH,P03372;Q92731,2099;2100
DB01530,DMZYB3S,,
DB01535,DM7ADGX,P35372;P41143;P41145,4988;4985;4986
DB01536,DMSE8NU,P11511;P42330;P14061;P14060;P26439,1588;8644;3292;3283;3284
DB01537,DM50ZQP,P28223,3356
DB01541,DM0EKO5,P10275,367
DB01544,DMGR5Z3,P30536,706
DB01548,DMIXPU6,P35372;P41143;P41145,4988;4985;4986
DB01549,DM5HV4W,P14416,1813
DB01551,DMB0FWL,,
DB01558,DMY9TCW,,
DB01559,DM59AZT,P30536,706
DB01561,DMHI7Y2,P14061;P14060;P26439,3292;3283;3284
DB01564,DMBK2S8,P10275,367
DB01565,DM4TR0D,P35372;P41143;P41145;P01189,4988;4985;4986;5443
